"","person","family","community","county","province","age","gender","urban","vet","edu_yrs","lang","read_books","hours_tv","avg_sleep","smoked","coverage","govt_rating","welfare_housing","self-health","wechat","2020_employment","reason_unemployed","children","married","income_satis","income_rel","status_rel"
"1",100051501,100051,624942,45,11,53,0,1,-8,12,1,0,3,-8,0,2,2,-8,3,1,-8,-8,1,2,4,1,1
"2",100051502,100051,624942,45,11,56,1,1,-8,12,1,1,3,8,1,2,1,-8,3,1,-8,-8,1,2,4,4,5
"3",110043107,100051,624942,45,11,28,1,1,-8,15,1,1,2,7,0,2,3,-8,3,1,-8,-8,1,1,4,3,3
"4",110147102,100125,-9,3622,44,40,0,1,-8,-9,1,1,5,7,0,4,4,-8,3,1,-8,-8,1,1,3,3,3
"5",100160601,100160,800637,189,12,33,1,1,-8,16,1,1,4,-8,1,2,2,-8,3,1,-8,-8,1,2,4,3,2
"6",120009102,100160,800637,189,12,31,0,1,-8,16,1,1,5,8,0,2,3,-8,3,1,-8,-8,1,2,4,3,3
"7",130155103,100435,-9,52,13,35,1,0,-8,9,1,0,7,8.5,0,5,4,-8,3,1,-8,-8,4,2,2,2,3
"8",130155521,100435,-9,52,13,10,0,0,-8,3,1,1,7,9.5,0,-8,-8,-8,2,0,-8,-8,4,-8,-8,79,3
"9",277731501,100435,-9,52,13,33,0,0,-8,-9,1,1,14,8,0,5,2,-8,3,1,40201,2,4,2,-8,2,2
"10",100551551,100551,462546,363,13,32,0,1,-8,16,1,1,3.5,-8,0,2,2,-8,3,1,-8,-8,3,2,4,3,3
"11",130281103,100551,462546,363,13,34,1,1,-8,16,1,0,1,7,0,2,2,-8,3,1,-8,-8,3,2,4,3,3
"12",100724601,100724,119300,48,13,34,1,1,-8,12,1,1,25,7,0,5,2,-8,2,1,-8,-8,3,2,4,3,2
"13",130492103,100724,119300,48,13,34,0,1,-8,15,1,1,7,7,0,6,2,-8,3,1,-8,2,3,2,4,3,3
"14",130463101,130463,121400,53,13,58,1,0,-8,6,1,0,0.5,7,1,5,2,-8,3,0,-8,-8,4,2,5,3,4
"15",130463102,130463,121400,53,13,54,0,0,-8,0,1,0,14,8,0,5,3,-8,5,1,50101,-8,4,2,2,3,3
"16",130463103,130463,121400,53,13,32,1,0,-8,6,1,0,20,8,1,5,3,-8,2,1,80000,6,4,2,2,3,3
"17",130463551,130463,121400,53,13,32,0,0,-8,9,1,0,5,8.5,0,78,2,-8,3,1,40703,2,4,2,-8,3,3
"18",100765701,100765,119400,48,13,29,1,1,-8,9,1,1,8,9,1,78,2,-8,2,1,40101,-8,2,-8,4,4,3
"19",130533103,100765,119400,48,13,29,0,1,-8,9,1,0,70,8,0,6,2,-8,5,1,-8,2,2,2,4,3,3
"20",130517101,100782,119500,48,13,52,1,0,-8,9,1,0,1,6.5,1,5,4,-8,5,1,-8,-8,0,2,4,3,3
"21",130517102,100782,119500,48,13,48,0,0,-8,9,1,0,1,7,0,6,1,-8,3,1,60601,-8,0,2,5,3,3
"22",130547411,100810,119400,48,13,12,0,1,-8,6,1,1,2,10,0,-8,-8,-8,1,1,-8,-8,8,-8,-8,79,1
"23",130630103,100879,-9,194,12,32,1,0,-8,-9,1,0,2,8,1,5,5,-8,2,1,40704,-8,1,2,3,1,1
"24",130815104,101023,188442,50,13,18,1,1,-8,12,1,1,2,10,0,6,2,-8,2,1,-8,-8,1,1,-8,79,3
"25",130815105,101023,188442,50,13,41,0,1,-8,12,1,0,10,8,0,6,2,-8,2,1,-8,-8,1,2,5,3,3
"26",101129501,101129,118800,46,13,32,0,0,-8,9,1,0,21,8,0,5,3,-8,3,1,-8,2,4,2,2,2,2
"27",130896105,101129,118800,46,13,80,0,0,-8,6,5,0,8,6,0,5,2,-8,5,0,-8,5,4,5,-8,4,4
"28",130896107,101129,118800,46,13,32,1,0,-8,8,5,0,2,9,1,5,2,-8,2,1,-8,-8,4,2,4,3,1
"29",130897104,101130,118800,46,13,19,0,0,-8,13,1,1,2,8,0,5,1,-8,1,1,-8,-8,0,1,-8,2,3
"30",130897431,101130,118800,46,13,49,1,0,-8,9,5,1,7,8,0,5,1,-8,2,1,-8,-8,0,2,4,3,4
"31",130897432,101130,118800,46,13,52,0,0,-8,6,5,0,2,6,0,5,2,-8,1,0,-8,-8,0,2,5,5,5
"32",140093103,101274,128000,69,14,33,0,0,-8,9,1,0,2,8,0,2,4,-8,3,1,-1,-8,1,2,3,2,2
"33",140676103,101711,128800,71,14,33,0,0,-8,9,1,0,10.5,7.5,0,5,2,-8,5,1,-8,-8,3,2,4,3,3
"34",140676108,101711,128800,71,14,14,1,0,-8,7,1,1,5,9,0,-8,-8,-8,2,1,-8,-8,3,-8,-8,79,3
"35",140668105,101797,534964,175,11,37,1,0,-8,9,1,1,2,7,1,5,2,-8,3,1,-8,-8,1,2,2,3,3
"36",140838102,101802,246916,72,14,50,0,1,-8,-9,1,0,15,8,0,6,4,-8,3,1,80000,2,1,2,4,2,3
"37",140838103,101802,246916,72,14,30,1,1,1,12,1,0,7,6,1,2,3,-8,2,1,-8,-8,1,2,2,3,3
"38",411737103,411737,210200,108,41,27,1,0,1,16,1,1,0,8,1,5,2,-8,3,1,-8,-8,0,1,4,3,4
"39",411737104,411737,210200,108,41,17,0,0,-8,10,1,1,10.5,8,0,-1,1,-8,1,1,-8,-8,0,-8,-8,79,4
"40",210223103,102448,497261,607,21,29,1,1,-8,16,1,0,3,6,0,78,4,-8,3,1,-8,-8,0,2,4,3,3
"41",210413101,102571,834725,155,21,45,0,0,-8,8,1,0,14,8,0,5,3,-8,3,1,-8,-8,0,2,4,2,2
"42",210413102,102571,834725,155,21,53,1,0,-8,6,1,1,20,7,1,5,2,-8,5,1,40104,-8,0,2,2,1,2
"43",210413103,102571,834725,155,21,18,1,0,-8,12,1,0,2,8,1,5,2,-8,2,1,-8,-8,0,1,-8,79,3
"44",210761104,102814,-9,2004,44,32,1,0,-8,15,1,1,21,7,0,2,2,-8,3,1,-8,-8,0,1,4,2,1
"45",103465551,103465,830480,150,21,36,0,1,-8,16,1,1,30,-8,0,2,2,-8,2,1,-8,-8,2,2,2,3,3
"46",211584103,103465,830480,150,21,35,1,1,-8,16,1,1,21,8,0,2,3,-8,1,1,-8,-8,2,2,1,2,2
"47",211600101,211600,827338,617,21,66,0,1,-8,9,1,0,5.5,4.5,0,3,2,-8,3,1,-8,3,1,2,-8,2,3
"48",211600102,211600,827338,617,21,64,1,1,1,15,1,1,15,6,0,3,1,-8,3,1,-8,3,1,2,-8,4,3
"49",211600103,211600,827338,617,21,37,1,1,1,15,1,1,11,6.5,0,2,4,-8,3,1,-8,-8,1,2,2,2,2
"50",211775101,103614,230500,159,21,64,1,1,-8,0,1,0,7,9,0,78,3,-8,5,0,-8,5,0,4,-8,5,3
"51",211934101,103766,231800,162,21,47,1,0,-8,7,1,1,15,8,0,5,4,-8,3,1,-8,-8,0,2,2,1,1
"52",211934102,103766,231800,162,21,47,0,0,-8,7,1,0,14,8,0,5,1,-8,3,1,-8,-8,0,2,5,3,3
"53",211934103,103766,231800,162,21,25,1,0,-8,9,1,0,7,9,1,5,4,-8,2,1,-8,8,0,1,1,2,2
"54",103952551,103952,-9,2293,51,34,0,-9,-8,-9,1,0,8,8,0,1,2,-8,1,1,10530,-8,1,-8,5,4,4
"55",220195103,103952,-9,2293,51,38,1,1,-8,16,1,0,0,6,0,78,2,-8,3,1,20901,-8,1,2,5,4,4
"56",104054701,104054,-9,59,22,27,0,1,-8,12,1,1,14,8,0,3,3,-8,1,1,-8,-8,0,-8,5,3,3
"57",220316103,104054,-9,59,22,34,1,1,-8,15,1,1,4.6,11,1,78,2,-8,3,1,-8,-8,0,2,4,4,2
"58",104256601,104256,-9,831,23,54,0,1,-8,-9,1,0,14,7,0,1,2,1995,2,1,-1,-8,0,4,4,3,3
"59",230103103,104256,-9,831,23,30,1,1,-8,16,1,0,20,8,1,1,2,-8,2,1,-8,-8,0,1,4,4,3
"60",230327102,104521,853811,8943,23,61,0,1,-8,-9,1,0,2,7,0,3,3,-8,5,1,60704,5,1,2,2,2,1
"61",311299103,105727,448867,90,31,45,1,1,-8,9,1,1,6,8,0,2,5,-8,3,1,40714,-8,0,2,2,3,3
"62",311299104,105727,448867,90,31,44,0,1,-8,9,1,1,7,8,0,2,4,-8,5,1,40101,-8,0,2,3,3,2
"63",311299105,105727,448867,90,31,22,0,1,-8,16,1,1,4,7,0,3,5,-8,2,1,-8,-8,0,1,2,1,3
"64",312144101,106335,205300,95,31,40,0,0,-8,15,1,0,14,7,0,-1,2,-8,3,1,-8,-8,0,2,4,3,3
"65",312144106,106335,205300,95,31,40,1,0,-8,12,1,1,10,7.5,1,3,2,-8,3,1,-8,-8,0,2,4,3,3
"66",312144107,106335,205300,95,31,17,1,0,-8,12,1,1,3,7,0,78,2,-8,1,1,-8,-8,0,-8,-8,4,3
"67",312144431,106335,205300,95,31,64,0,0,-8,12,1,0,10.5,10,0,78,3,-8,4,1,-8,3,0,2,3,2,3
"68",312144432,106335,205300,95,31,66,1,0,-8,6,1,0,14,8,0,6,3,-8,4,0,-8,4,0,2,-8,3,3
"69",107435501,107435,180488,1,34,47,0,1,-8,9,1,1,6,7,0,5,3,-8,4,1,-8,-8,0,2,4,2,3
"70",340123205,107435,180488,1,34,46,1,1,-8,9,1,1,6,7,0,5,1,-8,3,1,-8,-8,0,2,2,3,2
"71",350095103,350095,110800,27,35,34,1,0,-8,-9,1,0,24,8,0,5,3,-8,3,1,80000,-8,2,2,2,3,3
"72",350095401,350095,110800,27,35,11,0,0,-8,4,1,1,0,7,0,-8,-8,-8,2,1,-8,-8,2,-8,-8,79,2
"73",350095431,350095,110800,27,35,34,0,0,-8,9,1,0,3,6,0,5,3,-8,1,1,-8,-8,2,2,4,2,3
"74",340342103,107643,889135,2,34,44,1,1,-8,9,1,1,7,7,1,5,2,-8,3,1,-8,-8,2,2,3,3,2
"75",340342104,107643,889135,2,34,36,0,1,-8,9,1,0,20,6.5,0,5,3,-8,4,1,-8,-8,2,2,3,2,1
"76",340342105,107643,889135,2,34,15,1,1,-8,8,1,1,2,8,0,-8,-8,-8,3,1,-8,-8,2,-8,-8,79,2
"77",350127103,107824,408324,28,35,40,1,1,-8,12,1,0,0,5,0,5,3,-8,3,1,-8,-8,2,2,2,4,4
"78",350127104,107824,408324,28,35,35,0,1,-8,9,1,0,14,6,0,5,2,-8,5,1,-8,2,2,2,-8,2,2
"79",350127105,107824,408324,28,35,15,1,1,-8,9,1,1,0,7,0,-8,-8,-8,1,1,-8,-8,2,-8,-8,79,2
"80",370089101,107911,903217,6752,37,57,1,0,-8,9,1,1,3.5,8,0,5,5,-8,1,1,-8,-8,2,2,1,4,4
"81",370089102,107911,903217,6752,37,56,0,0,-8,9,1,0,7,8,0,5,2,-8,4,1,-8,-8,2,2,1,3,3
"82",360160104,108037,-9,1249,35,43,1,1,-8,9,1,0,7,7,1,1,2,-8,3,1,-8,-8,2,2,4,3,2
"83",360278103,108165,217900,127,44,31,1,1,-8,15,1,0,2,6,1,2,3,-8,5,1,-8,-8,1,1,4,1,2
"84",370115104,108244,795788,66,37,41,0,1,-8,9,1,0,21,8,0,5,3,-8,3,1,-8,2,4,2,3,3,3
"85",370115107,108244,795788,66,37,18,1,1,-8,11,1,1,3.5,7,0,6,2,-8,3,1,-8,-8,4,1,-8,79,3
"86",370115108,108244,795788,66,37,45,1,1,-8,9,5,1,0,8,0,5,2,-8,3,1,-8,-8,4,2,4,3,3
"87",370212103,108476,-9,1652,37,35,0,1,-8,15,1,0,30,7.5,0,2,3,-8,3,1,-8,-8,4,2,4,3,3
"88",108598601,108598,907451,3523,37,53,0,1,-8,12,1,1,7,7,0,2,2,-8,3,1,-8,2,0,2,-8,3,3
"89",370320102,108598,907451,3523,37,56,1,1,-8,15,1,1,7,-8,0,2,2,-8,5,1,-8,-8,0,2,4,3,3
"90",410142103,108628,-9,99,41,41,1,1,-8,12,1,1,15,6,1,2,3,-8,3,1,-8,-8,2,2,4,3,3
"91",410142104,108628,-9,99,41,44,0,1,-8,12,1,0,20,-8,0,3,3,-8,3,1,-8,-8,2,2,4,3,3
"92",410142105,108628,-9,99,41,16,1,1,-8,10,1,1,35,8,0,6,2,-8,2,1,-8,-8,2,-8,-8,79,4
"93",108998551,108998,924875,104,41,32,0,1,-8,9,1,1,0.5,7,0,5,2,-8,3,1,-8,2,8,2,4,3,3
"94",410568103,108998,924875,104,41,54,0,1,-8,6,5,1,0,7,0,5,1,-8,4,0,-8,-8,8,2,5,5,5
"95",410568107,108998,924875,104,41,30,1,1,-8,6,5,0,1,8,1,5,2,-8,4,1,-8,-8,8,2,3,3,3
"96",410735103,109121,187684,191,12,46,1,1,-8,9,1,1,3,7,0,5,3,-8,4,1,-8,-8,4,2,4,2,2
"97",410735105,109121,187684,191,12,46,0,1,-8,6,1,0,7,8,0,5,3,-8,5,1,-8,-8,4,2,1,2,2
"98",410046102,109137,912760,1583,41,63,0,1,-8,12,5,0,5,7,0,2,2,-8,3,1,-8,2,3,4,-8,3,3
"99",410134101,109216,780177,1589,41,60,0,0,-8,0,5,0,4,8.5,0,5,3,-8,3,1,-8,4,5,2,3,3,3
"100",410134102,109216,780177,1589,41,60,1,0,-8,12,5,0,0,10,1,3,3,-8,3,1,-8,2,5,2,-8,3,3
"101",410134104,109216,780177,1589,41,35,1,0,-8,12,5,1,2,7,0,6,2,-8,3,1,-8,-8,5,2,4,3,3
"102",410134431,109216,780177,1589,41,35,0,0,-8,12,5,0,1,6,0,78,3,-8,3,1,-8,-8,5,2,2,2,3
"103",410969104,109336,931512,5410,41,36,0,0,-8,-9,1,0,0,7,0,78,3,-8,1,1,62202,-8,2,2,5,5,3
"104",411010101,109372,-9,5410,41,54,0,0,-8,-9,5,0,1,6,0,5,-1,-8,5,0,62205,-8,2,2,3,3,3
"105",411010102,109372,-9,5410,41,56,1,0,-8,-9,5,0,1,7,0,5,4,-8,5,1,80000,-8,2,2,2,3,2
"106",411059103,109418,771106,1731,41,34,0,1,-8,9,1,1,7,8,0,3,4,-8,1,1,40101,-8,2,-8,5,5,3
"107",410426105,109508,997461,8199,65,32,0,1,-8,12,1,1,2,8,0,5,3,-8,2,1,-8,77,1,2,2,3,3
"108",411172101,109514,212200,113,41,49,0,0,-8,-9,1,0,3.5,8,0,5,2,-8,5,1,-8,-8,0,2,2,2,3
"109",411172102,109514,212200,113,41,49,1,0,-8,8,1,1,21,6,1,5,3,-8,5,1,-8,-8,0,2,2,3,3
"110",411172106,109514,212200,113,41,17,0,0,-8,10,5,1,12,9,0,5,2,-8,2,1,-8,-8,0,-8,-8,79,2
"111",109531601,109531,905487,103,41,27,1,1,-8,-9,1,0,28,8,1,5,4,-8,2,1,40305,-8,4,2,1,3,3
"112",410447104,109531,905487,103,41,25,0,1,-8,9,1,0,0,10,0,5,5,-8,3,1,-8,-8,4,2,2,1,1
"113",109606501,109606,907828,1643,41,34,1,1,-8,15,1,0,5,-8,1,4,3,-8,2,1,-8,-8,7,2,3,3,3
"114",410518103,109606,907828,1643,41,35,0,1,-8,15,1,0,12,6,0,3,4,-8,2,1,-8,-8,7,2,2,4,3
"115",110009105,110009,118300,45,11,38,1,1,-8,16,1,1,14,7,0,78,3,-8,3,1,-8,6,0,1,4,1,1
"116",110020101,110020,118300,45,11,77,0,1,-8,9,1,0,56,10,0,2,1,1993,5,0,-8,3,0,2,-8,3,3
"117",110023101,110023,-9,45,11,46,1,0,-8,16,1,0,50,6,0,4,2,-8,3,1,-8,-8,0,2,4,3,3
"118",110026101,110026,118300,45,11,45,0,1,-8,15,1,1,5,10,0,2,1,-8,2,1,-8,-8,0,2,5,4,4
"119",110026102,110026,118300,45,11,49,1,1,-8,16,1,1,7,7.5,0,2,2,-8,2,1,-8,-8,0,2,4,3,3
"120",110026103,110026,118300,45,11,17,1,1,-8,10,1,1,10,6.5,0,3,2,-8,2,1,-8,-8,0,-8,-8,79,3
"121",110026104,110026,118300,45,11,78,0,1,-8,9,1,1,28,6,0,3,3,-8,5,1,-8,4,0,5,-8,1,2
"122",110027101,110027,118300,45,11,84,1,1,-8,12,1,1,10.5,7,0,3,2,1993,3,0,-8,3,0,2,-8,5,4
"123",110027102,110027,118300,45,11,85,0,1,-8,12,1,1,21,7,0,2,5,2000,4,0,-8,3,0,2,-8,4,3
"124",110030101,110030,118300,45,11,72,1,1,-8,9,1,0,49,9,1,2,1,2012,1,0,80000,3,0,2,-8,5,5
"125",110038104,110038,-9,168,11,65,0,1,-8,12,1,0,20,7.5,0,3,2,-8,3,1,62202,3,1,2,-8,3,3
"126",110047101,110047,800431,178,11,66,1,1,1,15,1,1,21,8,1,2,2,-8,3,1,-8,-8,0,2,2,5,3
"127",110047102,110047,800431,178,11,45,0,1,-8,12,1,0,7,8,0,3,2,-8,1,1,80000,2,0,2,-8,5,3
"128",110052101,110052,118200,45,11,62,0,1,-8,12,1,0,8,7,0,3,1,-8,4,1,80000,3,2,2,-8,3,3
"129",110052102,110052,118200,45,11,83,0,1,-8,0,1,0,12,6,0,-1,1,-8,3,0,61501,3,2,5,-8,5,5
"130",110052103,110052,118200,45,11,63,1,1,-8,12,1,0,2,6,1,3,2,-8,4,1,80000,3,2,2,-8,3,3
"131",110052104,110052,118200,45,11,36,1,1,-8,12,1,1,2,8,1,3,3,-8,2,1,10303,2,2,2,4,2,2
"132",110052431,110052,118200,45,11,34,0,1,-8,15,1,0,10,7,0,2,2,-8,1,1,40101,-8,2,2,4,3,3
"133",110060101,110060,384084,169,11,75,1,1,-8,12,1,0,1,10,0,2,3,-8,4,1,-8,3,1,2,-8,3,3
"134",110060102,110060,384084,169,11,72,0,1,-8,12,1,0,0,6,0,3,3,-8,3,1,-8,3,1,2,2,1,1
"135",110060103,110060,384084,169,11,42,0,1,-8,15,1,0,0,7,0,3,3,2014,3,1,-8,-8,1,2,2,3,3
"136",110062101,542038,118200,45,11,64,0,1,-8,9,1,0,5,7,0,2,3,-8,3,1,-8,4,1,2,-8,4,5
"137",110067101,110067,615985,170,11,36,0,1,-8,16,1,1,10,7.5,0,2,1,-8,3,1,-8,-8,0,1,3,3,2
"138",110069101,110069,118200,45,11,71,0,1,-8,9,1,1,5,6.5,0,2,2,-8,3,0,80000,3,0,2,-8,2,3
"139",110069102,110069,118200,45,11,72,1,1,-8,9,1,0,14,7,0,2,3,-8,5,0,80000,4,0,2,-8,3,3
"140",110069103,110069,118200,45,11,43,1,1,-8,16,1,1,8,6,0,2,2,-8,3,1,-8,-8,0,1,4,3,2
"141",110071102,110071,797239,170,11,75,1,1,1,12,1,0,10,6,1,1,3,-8,5,1,80000,3,1,2,-8,2,1
"142",110072101,110072,118200,45,11,74,1,1,-8,15,1,1,10,7,0,2,2,-8,5,1,-8,3,0,2,-8,2,2
"143",110072102,110072,118200,45,11,74,0,1,-8,12,1,1,12,7,0,2,2,-8,3,1,-8,4,0,2,-8,2,3
"144",110073101,110073,118200,45,11,89,0,1,-8,6,1,0,70,8,0,2,1,-8,3,0,40703,4,0,5,-8,3,3
"145",110077101,110077,797300,170,11,55,1,1,-8,9,1,0,35,6,1,2,2,-8,5,1,80000,8,0,2,3,1,3
"146",110077102,110077,797300,170,11,52,0,1,-8,12,1,1,14,6,0,2,3,2007,3,1,80000,-8,0,2,3,3,4
"147",110077103,110077,797300,170,11,27,1,1,-8,16,1,0,7,7,0,2,2,-8,2,1,-8,-8,0,1,4,2,3
"148",110078101,110078,118200,45,11,53,1,1,-8,-9,1,0,7,6,0,2,4,-8,3,1,40101,-8,0,2,3,2,3
"149",110078103,110078,118200,45,11,83,0,1,-8,6,1,0,56,5,0,2,2,-8,3,1,-8,4,0,5,-8,5,5
"150",110079101,110079,798372,169,11,54,1,1,-8,6,1,0,14,8.5,0,78,1,-8,5,0,-8,-8,0,2,5,5,1
"151",110079103,110079,798372,169,11,22,0,1,-8,16,1,1,21,8,0,78,-1,-8,2,1,-8,-8,0,1,-8,79,2
"152",110083101,110083,118200,45,11,73,1,1,-8,6,1,0,70,8,1,78,3,-8,3,0,80000,3,1,2,-8,4,4
"153",110083103,110083,118200,45,11,44,1,1,-8,12,1,0,1.2,6,0,6,3,-8,3,1,-8,2,1,2,1,1,3
"154",110083104,110083,118200,45,11,43,0,1,-8,12,1,0,14,8,0,3,4,-8,1,1,-8,2,1,2,-8,3,4
"155",110083401,110083,118200,45,11,11,0,1,-8,5,1,1,7,8,0,-8,-8,-8,1,1,-8,-8,1,-8,-8,79,4
"156",110084101,110084,783363,45,11,64,0,1,-8,9,1,0,7,6,0,2,-1,-8,5,1,-8,3,0,2,-8,2,2
"157",110084102,110084,783363,45,11,64,1,1,-8,12,1,0,14,5,0,1,4,-8,3,1,80000,3,0,2,-8,2,2
"158",110092103,110092,796274,169,11,63,1,1,-8,12,1,1,15,6,1,2,2,-8,3,1,-8,3,0,5,4,3,3
"159",110092105,110092,796274,169,11,20,1,1,-8,14,1,1,2,8,1,3,5,-8,3,1,-8,-8,0,1,-8,79,2
"160",410935103,110106,576550,175,11,46,1,1,-8,6,1,0,15,7,0,5,3,-8,1,1,-8,-8,1,2,3,3,3
"161",410935104,110106,576550,175,11,45,0,1,-8,0,1,0,15,6,0,5,1,-8,3,1,-8,-8,1,2,5,4,4
"162",110107101,110107,118400,45,11,60,0,1,-8,12,1,0,1,6.5,0,2,2,-8,4,1,80000,3,0,2,-8,4,4
"163",110107102,110107,118400,45,11,62,1,1,-8,12,1,0,2,7,0,2,2,-8,4,1,-8,3,0,2,-8,3,4
"164",110108101,110108,118400,45,11,64,0,1,-8,12,1,0,4,6,0,2,5,-8,4,1,-8,2,1,2,-8,4,4
"165",110108102,110108,118400,45,11,64,1,1,-8,9,1,1,0,6,1,2,4,-8,4,1,-8,3,1,2,3,4,4
"166",110108103,110108,118400,45,11,39,1,1,-8,15,1,0,0,6,0,78,4,-8,1,1,-8,-8,1,2,2,1,1
"167",110108104,110108,118400,45,11,38,0,1,-8,-9,1,0,2,7,0,2,2,-8,3,1,80000,-8,1,2,3,3,3
"168",110108551,110108,118400,45,11,10,0,1,-8,4,1,1,0,8,0,-8,-8,-8,3,1,-8,-8,1,-8,-8,79,4
"169",110111101,110111,118400,45,11,69,0,1,-8,16,1,1,10,8,0,2,5,1998,3,1,-8,3,0,2,-8,4,3
"170",110113101,110113,118400,45,11,68,0,1,-8,9,1,0,7,5,0,2,3,2000,3,1,-8,3,1,2,-8,2,3
"171",110113102,110113,118400,45,11,69,1,1,1,12,1,1,7,6,0,2,2,-8,3,1,-8,4,1,2,-8,3,3
"172",110114101,110114,118400,45,11,69,1,1,1,15,1,0,3,7,0,3,2,-8,3,1,80000,3,0,2,-8,3,3
"173",110114102,110114,118400,45,11,66,0,1,-8,15,1,1,0,5,0,3,2,-8,5,1,80000,3,0,2,-8,2,3
"174",110114103,110114,118400,45,11,26,0,1,-8,15,1,1,4,6,0,2,4,-8,5,1,-8,-8,0,1,2,2,1
"175",110119101,110119,118400,45,11,78,0,1,-8,15,1,0,2,8,0,2,2,1955,4,0,-8,3,0,1,-8,5,1
"176",110120101,110120,421567,170,11,62,0,1,-8,12,1,0,6,7,0,2,2,-8,3,1,60706,3,1,5,-8,2,2
"177",110123101,110123,118400,45,11,89,1,1,-8,15,1,0,28,7,0,2,1,-8,3,0,80000,3,0,2,-8,5,4
"178",110123102,110123,118400,45,11,85,0,1,-8,15,1,0,28,6,0,3,2,-8,4,1,-8,3,0,2,-8,4,4
"179",110124101,110124,118400,45,11,42,1,1,-8,16,1,0,7,7.5,1,4,2,-8,3,1,-8,-8,1,2,4,4,4
"180",110124102,110124,118400,45,11,38,0,1,-8,16,1,0,7,9,0,2,2,-8,3,1,20214,-8,1,2,4,3,2
"181",110125101,110125,449645,45,11,69,0,1,-8,12,1,1,14,6,0,2,2,-8,4,1,-8,3,0,2,-8,3,4
"182",110125102,110125,449645,45,11,68,1,1,-8,9,1,0,14,10,1,2,2,-8,3,1,-8,3,0,2,-8,4,4
"183",110126101,110126,681466,45,11,69,1,1,-8,9,1,0,21,7,1,2,2,-8,3,1,80000,3,0,2,-8,4,4
"184",110126102,110126,681466,45,11,69,0,1,-8,9,1,0,40,8,0,2,2,-8,3,1,80000,3,0,2,-8,4,4
"185",110147101,110147,-9,169,11,40,0,1,-8,19,1,1,5,8.5,0,2,2,-8,3,1,30201,-8,1,2,4,4,4
"186",110165101,110165,118100,45,11,50,0,1,-8,12,1,0,12,7,0,2,1,-8,3,1,-8,-8,0,2,5,3,2
"187",110165102,110165,118100,45,11,52,1,1,-8,16,1,0,7,8,1,2,3,-8,3,1,-8,-8,0,2,4,3,3
"188",110165103,110165,118100,45,11,23,0,1,-8,16,1,1,3,8,0,2,3,-8,3,1,-8,-8,0,1,4,3,3
"189",411004101,110210,912342,5410,41,74,1,0,-8,3,1,0,5,7,0,5,3,-8,4,0,-8,4,0,2,3,3,3
"190",411004102,110210,912342,5410,41,76,0,0,-8,0,1,0,0,5,1,5,1,-8,5,0,-8,-8,0,2,5,5,5
"191",411004103,110210,912342,5410,41,46,1,0,-8,9,1,0,1,7,0,5,2,-8,1,1,-8,-8,0,2,4,2,2
"192",411004104,110210,912342,5410,41,50,0,0,-8,0,1,0,0,4,0,5,2,-8,3,1,-8,-8,0,2,3,2,2
"193",411004106,110210,912342,5410,41,24,1,0,-8,15,1,1,0.5,7.5,0,78,1,-8,1,1,-8,-8,0,1,5,2,1
"194",411004107,110210,912342,5410,41,18,1,0,-8,9,1,1,21,7,1,78,2,-8,3,1,-8,7,0,1,-8,3,3
"195",1102871551,1102871,938488,2006,44,39,1,1,-8,14,1,1,4,7,0,78,2,-8,3,1,80000,-8,2,2,4,3,3
"196",420291104,1102871,938488,2006,44,31,0,1,-8,-9,1,0,10,7,0,5,2,-8,2,1,10530,2,2,2,-8,3,2
"197",411110104,110324,651878,127,44,38,1,1,-8,9,1,1,20,7,1,5,3,-8,3,1,99700,-8,2,2,4,3,3
"198",411124103,110339,912779,1584,41,36,1,1,-8,15,1,1,14,7,0,-1,3,-8,3,1,30102,-8,1,2,5,2,2
"199",411223102,110434,212400,113,41,55,1,0,-8,11,1,0,0,6,0,5,1,-8,3,1,-8,-8,1,2,3,1,-1
"200",411223105,110434,212400,113,41,31,0,0,-8,9,1,0,14,6,0,5,4,-8,5,1,40301,5,1,2,-8,1,1
"201",411223401,110434,212400,113,41,11,0,0,-8,5,1,1,1,8,0,-8,-8,-8,2,0,-8,-8,1,-8,-8,79,2
"202",110493501,411313,-9,107,41,30,0,1,-8,16,1,0,14,7,0,5,3,-8,3,1,-8,2,1,2,4,1,3
"203",411313101,411313,-9,107,41,55,0,1,-8,9,1,0,3,8,0,5,2,-8,3,1,10530,-8,1,2,3,4,3
"204",411313102,411313,-9,107,41,55,1,1,-8,12,1,1,4,7,1,5,2,-8,3,1,50101,-8,1,2,4,4,3
"205",411313103,411313,-9,107,41,29,1,1,-8,15,1,0,2,7,1,5,2,2014,3,1,-8,-8,1,2,5,3,3
"206",411313104,411313,-9,107,41,16,1,1,-8,10,1,0,2,8,1,5,2,-8,3,1,-8,-8,1,-8,-8,2,2
"207",411314103,110494,582073,107,41,28,0,0,-8,15,1,0,8,9,0,6,2,-8,3,1,62211,-8,3,1,4,3,3
"208",411337103,110519,910735,1732,41,32,0,0,-8,9,1,1,25,7,0,5,2,-8,2,1,10544,-8,2,2,4,3,3
"209",411542101,110682,951909,8486,44,43,1,1,-8,9,1,1,0,7,1,5,2,-8,1,1,-8,-8,1,2,5,3,3
"210",411542104,110682,951909,8486,44,44,0,1,-8,6,1,0,2.5,6.5,0,2,4,-8,2,1,-8,-8,1,2,3,2,1
