"","person","family","community","county","province","age","gender","urban","vet","edu_yrs","lang","read_books","hours_tv","avg_sleep","smoked","coverage","govt_rating","welfare_housing","self-health","wechat","2020_employment","reason_unemployed","children","married","income_satis","income_rel","status_rel"
"4004",210611101,210611,825959,148,21,57,1,0,-8,9,1,0,14,4,0,5,4,-8,5,0,-8,-8,0,2,4,3,2
"4005",210611102,210611,825959,148,21,59,0,0,-8,12,1,0,15,5,0,5,3,-8,3,1,-8,-8,0,2,4,3,3
"4006",210612101,210612,825959,148,21,69,1,0,-8,0,1,0,28,7,1,5,3,-8,5,0,-8,5,0,2,2,1,1
"4007",210612102,210612,825959,148,21,67,0,0,-8,0,1,0,28,8,1,5,2,-8,5,1,-8,5,0,2,-8,1,1
"4008",210616102,210616,825959,148,21,76,0,0,-8,6,1,0,27,7,0,5,2,-8,3,0,-8,4,0,5,-8,79,3
"4009",210616431,210616,825959,148,21,54,1,0,-8,12,1,0,14,9,0,5,2,-8,4,1,-8,-8,0,2,3,79,3
"4010",210618102,210618,825959,148,21,48,1,0,-8,-9,1,1,21,7,1,5,4,-8,5,1,40704,-8,0,2,4,3,3
"4011",210620101,210620,727558,148,21,51,0,1,-8,9,1,0,2,6,0,5,3,-8,4,1,-8,-8,0,2,4,3,4
"4012",210623101,210623,825959,148,21,62,0,0,-8,0,1,0,21,9,0,5,2,-8,3,1,-8,-8,0,2,4,2,3
"4013",210623102,210623,825959,148,21,62,1,0,-8,8,1,0,15,7,0,5,2,-8,3,1,-8,-8,0,2,4,3,4
"4014",210624101,210624,825959,148,21,52,0,0,-8,9,1,0,1,8,0,5,2,-8,5,1,-8,5,0,2,-8,5,5
"4015",210624102,210624,825959,148,21,50,1,0,-8,9,1,1,7,8,0,5,2,-8,2,1,-8,-8,0,2,4,2,3
"4016",210624103,210624,825959,148,21,20,1,0,-8,13,1,1,2,8,0,5,3,-8,2,1,-8,-8,0,1,-8,79,3
"4017",210625101,210625,825959,148,21,55,0,0,-8,9,1,0,3.5,7.5,0,5,2,-8,1,1,-8,2,1,2,-8,3,3
"4018",210625102,210625,825959,148,21,55,1,0,-8,8,1,0,14,8,1,5,1,-8,2,1,-8,-8,1,2,5,4,4
"4019",210625103,210625,825959,148,21,34,1,0,1,9,1,0,7,7,1,5,3,-8,2,1,-8,-8,1,2,4,3,3
"4020",210625105,210625,825959,148,21,36,0,0,-8,15,1,1,0,7,0,5,2,-8,2,1,-8,-8,1,2,4,3,3
"4021",813341401,210625,825959,148,21,10,1,0,-8,4,1,1,14,10,0,-8,-8,-8,1,0,-8,-8,1,-8,-8,79,2
"4022",210627101,210627,825959,148,21,65,0,0,-8,-9,1,0,5,7,0,5,1,-8,3,0,-8,4,0,2,-8,5,5
"4023",210627102,210627,825959,148,21,65,1,0,-8,0,1,0,4.5,6.5,0,5,1,-8,4,1,-8,-8,0,2,3,2,1
"4024",210629102,210629,825533,148,21,72,0,0,-8,6,1,0,2,7,1,5,2,-8,3,0,-8,-8,0,2,3,3,5
"4025",210629103,210629,825533,148,21,22,1,0,-8,9,1,1,0,7,1,5,2,-8,3,1,-8,-8,0,1,2,2,1
"4026",210629104,210629,825533,148,21,45,1,0,-8,9,1,0,5,8,1,5,2,-8,3,1,-8,-8,0,4,4,3,1
"4027",210630101,210630,825533,148,21,63,1,0,-8,9,1,0,7,7,0,5,2,-8,3,0,-8,-8,0,2,4,3,3
"4028",210630104,210630,825533,148,21,64,0,0,-8,9,1,0,2,8,0,5,4,-8,1,0,-8,-8,0,2,4,5,4
"4029",210633101,210633,825533,148,21,78,0,0,-8,9,1,0,22,7,0,5,4,-8,5,0,-8,4,0,5,-8,3,5
"4030",210633102,210633,825533,148,21,52,1,0,-8,9,1,1,5,7,0,5,2,-8,3,1,-8,-8,0,2,4,3,3
"4031",210633103,210633,825533,148,21,54,0,0,-8,9,1,0,3.5,6,0,5,1,-8,5,1,-8,-8,0,2,4,4,4
"4032",210634103,210634,825533,148,21,46,1,0,-8,6,1,0,60,7,0,5,2,-8,3,1,-8,-8,0,2,4,3,3
"4033",210634104,210634,825533,148,21,45,0,0,-8,9,1,0,1,7,0,3,2,-8,3,1,-8,-8,0,2,5,4,4
"4034",210635101,210635,825533,148,21,68,0,0,-8,0,1,0,7,7.5,0,5,2,-8,3,1,-8,-8,0,2,5,5,5
"4035",210638101,210638,825533,148,21,65,0,0,-8,12,1,0,7,6,0,6,2,-8,3,1,-8,-8,2,2,4,3,3
"4036",210638102,210638,825533,148,21,65,1,0,-8,12,1,1,3.5,7.5,1,6,2,-8,1,1,-8,-8,2,2,5,5,4
"4037",210642101,210642,825533,148,21,60,0,0,-8,9,1,0,20,7.5,0,5,3,-8,1,1,-8,-8,1,2,5,5,5
"4038",210642102,210642,825533,148,21,62,1,0,-8,8,1,0,0,8,0,5,1,-8,2,0,-8,-8,1,2,5,5,5
"4039",210647102,210647,825533,148,21,47,1,0,-8,9,1,0,0,9,1,5,4,-8,3,1,-8,-8,0,2,1,5,5
"4040",210647103,210647,825533,148,21,47,0,0,-8,9,1,1,3,6,0,5,3,-8,3,1,-8,-8,0,2,3,3,3
"4041",210648101,210648,825533,148,21,59,0,0,-8,6,1,0,1,7,0,5,2,-8,4,0,-8,-8,1,2,3,2,2
"4042",210648102,210648,825533,148,21,63,1,0,-8,6,1,0,3.5,8,1,5,3,-8,1,0,-8,-8,1,2,4,3,5
"4043",210648103,210648,825533,148,21,37,1,0,-8,9,1,1,1,7,1,5,3,-8,1,1,-8,-8,1,2,4,3,3
"4044",210648104,210648,825533,148,21,36,0,0,-8,9,1,0,2,7,0,5,1,-8,3,1,-8,-8,1,2,4,3,3
"4045",210648105,210648,825533,148,21,15,1,0,-8,9,1,1,5,8,0,-8,-8,-8,2,1,-8,-8,1,-8,-8,79,3
"4046",210649101,210649,825533,148,21,50,1,0,-8,6,1,0,14,9,1,5,3,-8,5,1,-8,-8,0,2,2,3,4
"4047",210649102,210649,825533,148,21,49,0,0,-8,6,1,0,14,7,0,5,2,-8,1,1,-8,-8,0,2,3,3,3
"4048",210649104,210649,825533,148,21,18,0,0,-8,12,1,0,7,7,0,5,2,-8,1,1,-8,-8,0,1,4,4,3
"4049",210650101,210650,825533,148,21,68,0,0,-8,12,1,0,7,7,1,78,4,-8,5,1,-8,-8,0,2,2,2,3
"4050",210650102,210650,825533,148,21,68,1,0,-8,12,1,0,14,7,0,5,3,-8,5,0,-8,-8,0,2,2,1,1
"4051",210651101,210651,-9,148,21,59,0,1,-8,9,1,0,7,7,0,6,2,-8,4,1,50101,-8,0,2,3,3,3
"4052",210651102,210651,-9,148,21,30,1,1,-8,-9,1,0,10,7,1,78,2,-8,4,1,-8,-8,0,-8,5,3,3
"4053",210651103,210651,-9,148,21,60,1,1,-8,9,1,0,0,6.5,0,5,4,-8,5,0,80000,-8,0,2,4,3,3
"4054",210653101,210653,825533,148,21,82,1,0,-8,9,1,0,0,7,1,5,2,-8,5,0,-8,4,0,2,-8,79,1
"4055",210653102,210653,825533,148,21,83,0,0,-8,6,1,0,0,10,0,5,3,-8,5,0,-8,4,0,2,-8,1,1
"4056",210654101,210654,231832,148,21,55,0,0,-8,12,1,0,5,6,0,5,5,-8,5,1,-8,-8,1,2,4,4,4
"4057",210654102,210654,231832,148,21,58,1,0,1,0,1,0,5,7,1,5,4,-8,3,1,-8,-8,1,2,4,3,3
"4058",210655102,210655,825533,148,21,74,0,0,-8,0,1,0,14,6,0,5,2,-8,1,0,-8,4,0,5,-8,5,5
"4059",210657102,210657,825533,148,21,70,0,0,-8,0,1,0,20,7,0,5,2,-8,3,0,-8,4,0,2,1,2,3
"4060",210658101,210658,825533,148,21,49,0,0,-8,6,1,0,3,7,0,5,2,-8,3,0,-8,-8,0,2,4,4,4
"4061",210660101,210660,825533,148,21,67,0,0,-8,4,1,0,14,6,0,5,3,-8,3,0,-8,-8,2,2,4,3,4
"4062",210660102,210660,825533,148,21,71,1,0,-8,0,1,0,7,8,1,5,3,-8,1,0,-8,-8,2,2,5,5,5
"4063",210660103,210660,825533,148,21,39,1,0,-8,16,1,0,10,8,1,2,2,-8,3,1,-8,-8,2,2,4,3,4
"4064",210660104,210660,825533,148,21,40,0,0,-8,15,1,0,2,10,0,5,3,-8,2,1,-8,-8,2,2,4,3,3
"4065",210660105,210660,825533,148,21,14,0,0,-8,9,1,0,3,8,0,-8,-8,-8,1,1,-8,-8,2,-8,-8,79,3
"4066",210660401,210660,825533,148,21,11,1,0,-8,6,1,1,2,10,0,-8,-8,-8,3,1,-8,-8,2,-8,-8,79,3
"4067",210661101,210661,231300,161,21,64,1,1,-8,6,1,0,35,11,0,5,2,-8,5,0,-8,5,0,2,1,1,2
"4068",210661102,210661,231300,161,21,64,0,1,-8,0,1,0,14,7,0,5,4,-8,1,0,-8,2,0,2,3,2,3
"4069",210661103,210661,231300,161,21,40,1,1,-8,16,1,1,20,7,0,2,4,-8,3,1,-8,-8,0,4,4,3,2
"4070",210663101,210663,231300,161,21,71,1,1,-8,12,1,1,21,8,1,2,2,-8,3,1,-8,4,0,2,4,3,3
"4071",210663102,210663,231300,161,21,70,0,1,-8,12,1,0,28,5,0,2,2,-8,3,0,-8,2,0,2,-8,2,4
"4072",210664101,210664,231300,161,21,51,0,1,-8,15,1,0,14,8,0,2,3,-8,3,1,-8,4,0,2,4,2,2
"4073",210664102,210664,231300,161,21,51,1,1,-8,12,1,1,0,6,0,2,3,-8,3,1,-8,-8,0,2,2,1,1
"4074",210664103,210664,231300,161,21,26,0,1,-8,16,1,1,4,8,0,3,4,-8,1,1,-8,-8,0,1,2,3,3
"4075",210667101,210667,-9,161,21,50,1,1,-8,15,1,1,14,7,0,2,2,-8,3,1,-8,-8,0,5,4,3,2
"4076",210667201,210667,-9,161,21,78,1,1,-8,-9,1,0,1,7,0,5,4,-8,3,0,50101,-8,0,-8,3,2,3
"4077",210673101,210673,841853,161,21,54,0,1,-8,15,1,0,21,7,0,2,2,-8,3,1,-8,2,1,2,4,3,3
"4078",210673102,210673,841853,161,21,56,1,1,-8,9,1,0,21,7,1,2,2,-8,3,1,80000,-8,1,2,4,3,3
"4079",210673103,210673,841853,161,21,30,0,1,-8,15,1,0,10,8,0,2,2,-8,3,1,-8,-8,1,2,4,2,2
"4080",210673501,210673,841853,161,21,34,1,1,1,12,1,0,14,-8,0,2,2,-8,2,1,-8,-8,1,2,4,2,2
"4081",210674101,210674,231300,161,21,77,1,1,-8,12,1,1,21,7,0,2,2,-8,3,1,-8,4,0,2,-8,4,4
"4082",210674102,210674,231300,161,21,76,0,1,-8,9,1,0,7,6,0,3,1,-8,5,0,80000,4,0,2,-8,3,2
"4083",210675102,210675,528417,161,21,58,0,1,-8,9,1,0,14,8,0,2,2,-8,2,1,99700,8,0,2,-8,3,3
"4084",210681102,210681,231300,161,21,76,0,1,-8,0,1,0,42,6,0,3,2,-8,4,0,-8,4,0,2,-8,4,5
"4085",210684101,210684,231300,161,21,40,0,1,-8,12,1,1,4,-8,0,3,2,-8,3,1,-8,-8,1,2,3,2,2
"4086",210684102,210684,231300,161,21,39,1,1,-8,9,1,0,21,8,1,3,2,-8,2,1,-8,-8,1,2,4,2,1
"4087",210684103,210684,231300,161,21,16,0,1,-8,10,1,1,2,6,0,6,2,-8,2,1,-8,-8,1,-8,-8,79,2
"4088",210685101,210685,231300,161,21,57,0,1,-8,6,1,0,2,7,0,3,2,-8,3,1,62903,-8,2,2,4,2,1
"4089",210685104,210685,231300,161,21,22,0,1,-8,12,1,0,10,8,0,78,2,-8,2,1,-8,-8,2,1,5,3,3
"4090",210688101,210688,841600,161,21,44,0,1,-8,9,1,1,21,6,0,2,2,-8,5,1,-8,-8,1,2,4,1,1
"4091",210688102,210688,841600,161,21,20,0,1,-8,14,1,0,2,1.5,0,78,2,-8,3,1,-8,-8,1,1,-8,3,1
"4092",210688431,210688,841600,161,21,44,1,1,-8,12,1,0,1,6,0,78,2,-8,1,1,-8,-8,1,2,5,2,1
"4093",210698101,210698,-9,161,21,44,0,1,-8,16,1,1,4,8,0,3,4,-8,3,1,-8,-8,0,2,4,3,2
"4094",210698102,210698,-9,161,21,45,1,1,-8,15,1,1,5,7,1,3,5,-8,3,1,-8,-8,0,2,3,3,3
"4095",210698103,210698,-9,161,21,16,1,1,-8,10,1,0,0.5,6,0,3,4,-8,2,1,-8,-8,0,-8,-8,79,3
"4096",210712101,210712,231400,161,21,51,0,1,-8,16,1,1,10,6,0,2,5,-8,3,1,-8,-8,0,2,2,3,3
"4097",210712102,210712,231400,161,21,50,1,1,-8,16,1,1,10,7,1,2,3,-8,3,1,-8,-8,0,2,4,3,3
"4098",210725601,210725,229400,156,21,26,0,0,-8,-9,1,0,20,10,1,78,2,-8,1,1,30301,2,1,2,-8,3,3
"4099",210726101,210726,229400,156,21,72,0,0,-8,6,1,0,14,8,0,2,3,-8,5,1,-8,4,1,2,-8,2,2
"4100",210726102,210726,229400,156,21,69,1,0,-8,0,1,0,21,8,1,6,2,-8,5,0,80000,5,1,2,-8,2,3
"4101",210726103,210726,229400,156,21,15,1,0,-8,9,1,1,0,8,0,-8,-8,-8,3,1,-8,-8,1,-8,-8,1,3
"4102",210727101,210727,482353,156,21,55,0,1,-8,9,1,0,1.5,4.5,0,5,4,-8,3,1,-8,2,0,2,1,2,3
"4103",210727102,210727,482353,156,21,54,1,1,-8,9,1,0,0,6,1,5,2,-8,1,1,-8,-8,0,2,4,3,3
"4104",210728101,210728,229400,156,21,59,1,0,-8,3,1,0,3.5,8,1,5,4,-8,2,1,-8,-8,2,2,4,3,3
"4105",210728102,210728,229400,156,21,58,0,0,-8,7,1,0,0,8,0,5,3,-8,3,1,-8,4,2,2,4,1,4
"4106",210728103,210728,229400,156,21,37,0,0,-8,9,1,0,0,6,0,5,5,-8,3,1,-8,-8,2,2,2,2,3
"4107",210728104,210728,229400,156,21,38,1,0,-8,6,1,0,0,7,0,4,3,-8,5,0,-8,-8,2,2,2,2,2
"4108",210728105,210728,229400,156,21,14,1,0,-8,8,1,0,4.5,6.5,0,-8,-8,-8,1,1,-8,-8,2,-8,-8,79,3
"4109",210728106,210728,229400,156,21,35,1,0,-8,15,1,0,10,15,1,78,4,-8,3,0,-8,8,2,2,1,1,1
"4110",210728501,210728,229400,156,21,34,0,0,-8,9,1,1,10,7,0,5,2,-8,3,1,-8,-8,2,2,4,1,1
"4111",210730106,210730,229400,156,21,14,1,0,-8,7,1,1,1,9.5,0,-8,-8,-8,1,1,-8,-8,2,-8,-8,79,4
"4112",210730108,210730,229400,156,21,58,0,0,-8,5,1,0,0,10,0,5,1,-8,2,1,60402,2,2,2,5,5,5
"4113",210730207,210730,229400,156,21,82,0,0,-8,0,1,0,0,8,0,5,2,-8,3,0,50101,4,2,-8,-8,5,5
"4114",210731101,210731,229400,156,21,86,0,0,-8,6,1,0,31,7.5,1,5,4,-8,2,0,10302,4,0,5,-8,3,3
"4115",210731103,210731,229400,156,21,52,1,0,-8,-9,1,1,14,6.5,0,6,3,-8,2,1,80000,-8,0,2,2,5,4
"4116",210733101,210733,229400,156,21,54,1,0,-8,6,1,0,2.5,8,0,5,2,-8,1,1,-8,-8,0,4,5,3,5
"4117",210734101,210734,229400,156,21,85,0,0,-8,6,1,0,3,6,0,5,2,-8,1,0,-8,4,0,5,-8,2,2
"4118",210741101,210741,229400,156,21,48,0,0,-8,8,1,1,3,7,1,5,3,-8,3,1,-8,-8,1,2,4,3,3
"4119",210741102,210741,229400,156,21,49,1,0,-8,6,1,0,3,7,1,2,3,-8,2,1,-8,-8,1,2,5,3,3
"4120",210741105,210741,229400,156,21,17,1,0,-8,12,1,1,10,8,1,5,2,-8,2,1,-8,-8,1,-8,4,3,1
"4121",210742101,210742,229400,156,21,58,1,0,-8,1,1,0,1,5,1,5,4,-8,4,1,-8,-8,0,2,-8,1,1
"4122",210742102,210742,229400,156,21,55,0,0,-8,6,5,0,6,5,1,5,3,-8,5,0,-8,-8,0,2,4,3,3
"4123",210742103,210742,229400,156,21,32,1,0,-8,-9,1,1,5,8,1,5,2,-8,3,1,-8,-8,0,1,4,4,3
"4124",210743101,210743,229400,156,21,68,1,0,-8,7,5,0,21,7,1,5,3,-8,1,0,-8,-8,1,2,4,3,3
"4125",210743102,210743,229400,156,21,68,0,0,-8,6,5,0,21,7,0,5,4,-8,5,0,-8,-8,1,2,2,2,5
"4126",210747101,210747,229400,156,21,65,1,0,1,8,1,0,0,7.5,1,5,2,-8,5,1,-8,-8,1,2,4,3,3
"4127",210747102,210747,229400,156,21,63,0,0,-8,9,1,0,0,6,0,5,3,-8,3,1,-8,-8,1,2,2,3,5
"4128",210748101,210748,229400,156,21,55,0,0,-8,6,1,1,21,7,0,5,2,-8,3,1,-8,4,0,2,5,3,3
"4129",210748102,210748,229400,156,21,57,1,0,-8,-9,1,0,21,8,1,2,2,-8,1,0,-8,-8,0,2,4,3,3
"4130",210749101,210749,229400,156,21,65,0,0,-8,8,1,0,0,6.5,1,5,3,-8,3,1,-8,3,2,5,4,4,4
"4131",210749103,210749,229400,156,21,39,1,0,-8,12,1,1,10,7,1,2,3,-8,3,1,-8,-8,2,4,4,4,4
"4132",210749401,210749,229400,156,21,11,1,0,-8,5,1,1,21,8,0,-8,-8,-8,1,1,-8,-8,2,-8,-8,79,3
"4133",210750101,210750,229400,156,21,68,1,0,-8,9,1,0,0,8,1,2,2,-8,3,1,-8,-8,2,3,4,4,4
"4134",210750102,210750,229400,156,21,67,0,0,-8,9,1,0,7,6,0,5,2,-8,2,1,-8,4,2,2,-8,3,4
"4135",210751106,210751,-9,156,21,52,1,0,-8,9,1,1,3.5,6,1,2,2,-8,2,1,40101,-8,0,4,2,1,1
"4136",210752101,210752,229400,156,21,84,1,0,-8,6,1,0,0,8,0,5,2,-8,5,0,80000,5,0,2,-8,3,4
"4137",210752102,210752,229400,156,21,82,0,0,-8,6,1,0,14,7.5,0,5,2,-8,3,0,-8,4,0,2,3,4,4
"4138",210753102,210753,229500,156,21,74,1,0,-8,0,1,0,14,8,0,5,2,-8,4,0,-8,4,1,2,-8,2,5
"4139",210753103,210753,229500,156,21,73,0,0,-8,6,1,0,3.5,7,0,5,2,-8,5,1,-8,4,1,2,-8,3,4
"4140",210755101,210755,229500,156,21,57,0,0,-8,9,1,0,2,8,0,78,3,-8,3,0,50101,-8,1,2,2,4,2
"4141",210755102,210755,229500,156,21,57,1,0,-8,0,1,0,0,9,0,5,3,-8,1,0,80000,-8,1,2,4,5,5
"4142",210756101,210756,229500,156,21,65,1,0,1,8,1,1,14,8,1,5,2,-8,2,1,-8,-8,1,2,2,3,4
"4143",210756102,210756,229500,156,21,66,0,0,-8,-9,1,0,14,6,0,6,3,-8,1,1,80000,4,1,2,-8,3,3
"4144",210756531,210756,229500,156,21,41,0,0,-8,0,1,0,15,8,0,78,3,-8,2,1,-8,-8,1,2,4,3,3
"4145",210757101,210757,229500,156,21,54,0,0,-8,0,1,0,8,8,0,3,3,-8,3,0,50101,2,1,2,-8,3,3
"4146",210758101,210758,229500,156,21,53,1,0,1,6,1,1,3.5,6,0,2,3,-8,1,1,-8,-8,0,2,4,3,3
"4147",210758102,210758,229500,156,21,51,0,0,-8,8,1,0,0,7,0,78,1,-8,4,1,-8,-8,0,2,3,3,4
"4148",210758103,210758,229500,156,21,27,1,0,1,16,1,1,20,7.5,0,78,2,-8,3,1,-8,-8,0,1,4,3,2
"4149",210760101,210760,229500,156,21,82,1,0,-8,9,1,0,14,8,1,78,3,-8,2,0,-8,-8,0,2,5,5,5
"4150",210760102,210760,229500,156,21,75,0,0,-8,0,1,0,21,7,0,5,4,-8,2,0,-8,4,0,2,-8,5,5
"4151",210762102,210762,146878,156,21,69,1,0,-8,15,1,0,1,5,0,1,3,-8,3,1,20904,3,0,2,-8,5,1
"4152",210763101,210763,229500,156,21,75,1,0,-8,6,1,0,5,5.5,1,78,3,-8,3,0,-8,4,2,2,2,2,3
"4153",210763105,210763,229500,156,21,20,1,0,-8,6,1,0,3,12,1,78,5,-8,1,1,80000,-8,2,1,5,5,5
"4154",210764101,210764,229500,156,21,59,1,0,-8,9,1,0,28,8,1,5,3,-8,3,1,50101,-8,1,2,2,3,3
"4155",210764102,210764,229500,156,21,60,0,0,-8,9,1,0,7,8,0,6,3,-8,3,1,-8,-8,1,2,5,3,3
"4156",210767101,210767,229500,156,21,56,1,0,-8,6,1,0,35,6,1,78,3,-8,2,1,50101,-8,1,2,3,4,4
"4157",210767102,210767,229500,156,21,53,0,0,-8,6,1,0,14,6,0,3,3,-8,3,1,50101,2,1,2,-8,3,3
"4158",210767103,210767,229500,156,21,33,1,0,-8,-9,1,1,20,6,1,78,3,-8,2,1,61101,-8,1,2,4,4,4
"4159",210767104,210767,229500,156,21,33,0,0,-8,-9,1,0,0,6,0,78,3,-8,4,1,61101,-8,1,2,3,2,3
"4160",210767105,210767,229500,156,21,13,1,0,-8,7,1,0,28,14,0,-8,-8,-8,2,1,-8,-8,1,-8,-8,2,2
"4161",210773101,210773,229500,156,21,37,1,0,-8,-9,1,0,10,8,1,78,3,-8,2,1,62005,-8,2,2,5,5,5
"4162",210773102,210773,229500,156,21,59,1,0,-8,6,5,0,4,6,1,5,2,-8,3,0,80000,-8,2,2,3,3,3
"4163",210773103,210773,229500,156,21,59,0,0,-8,3,5,0,1,6,0,5,4,-8,1,0,50101,-8,2,2,5,5,5
"4164",210773105,210773,229500,156,21,15,1,0,-8,11,5,0,2,8,0,-8,-8,-8,1,0,-8,-8,2,-8,-8,79,3
"4165",210775102,210775,229500,156,21,72,0,0,-8,6,1,0,14,7,0,5,1,-8,3,0,50101,-8,0,2,5,3,3
"4166",210776101,210776,229500,156,21,53,0,0,-8,-9,1,0,7,7,0,5,2,-8,4,1,20701,-8,0,2,2,2,3
"4167",210776102,210776,229500,156,21,50,1,0,-8,9,1,0,0,6,0,1,5,-8,4,1,80000,-8,0,2,2,1,1
"4168",210776104,210776,229500,156,21,23,1,0,-8,-9,1,0,14,8,1,1,5,-8,4,1,-8,-8,0,1,3,3,3
"4169",210779101,210779,229500,156,21,69,0,0,-8,6,1,0,17.5,7,0,6,3,-8,3,1,-8,2,0,2,2,2,4
"4170",210780103,210780,229500,156,21,20,1,0,-8,14,1,1,0,7,0,-1,2,-8,3,1,-8,-8,0,1,-8,3,2
"4171",210782101,210782,228700,154,21,64,0,1,-8,15,1,0,2,8,0,78,3,-8,4,1,-8,3,2,2,-8,2,3
"4172",210782102,210782,228700,154,21,36,0,1,-8,15,1,1,1,8,0,3,4,-8,3,1,70000,2,2,2,-8,3,4
"4173",210782431,210782,228700,154,21,62,1,1,-8,-9,1,0,3,6,0,3,3,-8,3,0,80000,3,2,2,-8,4,4
"4174",210786101,210786,832345,154,21,44,0,1,-8,16,1,1,0,7,0,2,5,-8,5,1,-8,-8,1,2,2,4,4
"4175",210787101,210787,-9,178,11,68,0,1,-8,15,1,1,12,5.5,0,2,3,-8,4,1,80000,4,0,2,-8,3,3
"4176",210793102,210793,563063,154,21,78,0,1,-8,6,1,1,6,7,0,78,2,-8,4,0,80000,3,0,2,-8,3,3
"4177",210794101,210794,832345,154,21,66,0,1,-8,9,1,0,56,9,0,3,3,-8,5,1,-8,3,1,2,4,3,3
"4178",210794102,210794,832345,154,21,65,1,1,-8,12,1,0,2,6.5,0,3,3,-8,3,1,-8,-8,1,2,4,3,3
"4179",210795101,210795,832345,154,21,77,0,1,-8,9,1,0,35,6,0,2,5,-8,5,1,-8,3,0,2,-8,2,2
"4180",210799101,210799,-9,646,21,43,0,1,-8,12,1,0,3,6,1,3,5,-8,5,1,40305,-8,1,2,2,3,2
"4181",210799102,210799,-9,646,21,35,1,1,-8,9,1,0,1,8,1,3,3,-8,3,1,80000,-8,1,2,2,3,4
"4182",210799201,210799,-9,646,21,70,1,1,-8,9,1,0,7,7,1,2,4,-8,3,1,80000,3,1,-8,-8,1,2
"4183",210799202,210799,-9,646,21,70,0,1,-8,9,1,0,1,6,0,2,2,-8,3,1,80000,3,1,-8,-8,3,4
"4184",210799401,210799,-9,646,21,11,0,1,-8,5,1,1,1,11,0,-8,-8,-8,1,1,-8,-8,1,-8,-8,79,1
"4185",210800101,210800,295183,154,21,42,1,1,-8,15,1,0,7,8,1,78,2,-8,2,1,80000,-8,1,2,4,4,3
"4186",210800103,210800,295183,154,21,37,0,1,-8,12,1,0,5,8,0,5,2,-8,3,1,62301,2,1,2,-8,2,1
"4187",210800431,210800,295183,154,21,70,1,1,-8,9,1,0,0,-8,0,5,5,-8,3,1,-8,-8,1,2,4,2,1
"4188",210800432,210800,295183,154,21,68,0,1,-8,12,1,1,2,6,0,2,3,-8,5,1,-8,3,1,2,-8,1,2
"4189",210801101,210801,832345,154,21,48,0,1,-8,9,1,0,14,8,0,6,2,-8,4,1,-8,2,0,2,4,1,1
"4190",210801102,210801,832345,154,21,48,1,1,-8,9,1,1,0,7,0,3,4,-8,3,1,-8,-8,0,2,4,3,3
"4191",210808101,210808,832345,154,21,82,1,1,-8,6,1,0,3,5.5,0,2,-1,-8,5,0,80000,3,0,2,-8,3,3
"4192",210809101,210809,832345,154,21,70,0,1,-8,9,1,0,1,6,0,78,-1,-8,5,0,-8,3,1,5,-8,1,1
"4193",210813101,210813,796592,621,21,48,0,1,-8,9,1,0,10,8,0,1,3,-8,5,1,-8,-8,1,2,4,3,3
"4194",210813102,210813,796592,621,21,54,1,1,-8,9,1,0,10,7,1,6,5,-8,3,1,-8,-8,1,2,4,3,3
"4195",210816101,210816,796592,621,21,58,0,1,-8,9,1,0,0,8,0,5,2,-8,5,0,10544,-8,0,2,1,1,1
"4196",210816103,210816,796592,621,21,35,1,1,-8,9,1,0,7.5,7.5,0,78,-1,-8,1,1,-8,-8,0,1,4,3,3
"4197",210819101,210819,796592,621,21,53,1,1,-8,8,1,0,0,7.5,0,5,3,-8,3,0,-8,-8,0,2,4,3,3
"4198",210819102,210819,796592,621,21,52,0,1,-8,6,1,1,0,7.5,0,78,3,-8,5,1,-8,5,0,2,-8,3,5
"4199",210822101,210822,796592,621,21,56,0,1,-8,9,1,1,3.5,8,0,5,3,-8,4,1,-8,-8,1,2,4,3,3
"4200",210822102,210822,796592,621,21,58,1,1,-8,6,1,0,1,8,1,5,4,-8,4,0,-8,-8,1,2,5,3,3
"4201",210829101,210829,796592,621,21,73,1,1,-8,6,1,0,10,6,0,5,4,-8,3,0,-8,-8,0,2,5,5,3
"4202",210829102,210829,796592,621,21,67,0,1,-8,0,1,0,35,4,0,5,3,-8,3,0,-8,-8,0,2,4,5,5
"4203",210835101,210835,796592,621,21,45,0,1,-8,12,1,1,1,-8,0,2,4,-8,3,1,-8,-8,0,2,4,4,3
"4204",210835102,210835,796592,621,21,45,1,1,-8,9,1,0,10,6.5,1,4,2,-8,2,1,-8,-8,0,2,4,3,3
"4205",210835103,210835,796592,621,21,18,1,1,-8,12,1,0,2.5,8.5,0,5,2,-8,2,1,-8,-8,0,1,-8,79,3
"4206",210836101,210836,796592,621,21,49,0,1,-8,6,1,0,14,8.5,0,5,4,-8,3,0,-8,-8,0,2,4,4,3
"4207",210836102,210836,796592,621,21,50,1,1,-8,6,1,0,7,8.5,0,5,5,-8,3,0,-8,-8,0,2,4,2,2
"4208",210836103,210836,796592,621,21,21,0,1,-8,15,1,1,7,8,0,1,2,-8,1,1,-8,-8,0,1,-8,79,3
"4209",210840102,210840,796592,621,21,44,0,1,-8,9,1,0,10,6.5,0,5,3,-8,3,1,-8,-8,1,2,4,2,3
"4210",210840103,210840,796592,621,21,15,0,1,-8,9,1,1,6,8,0,-8,-8,-8,1,1,-8,-8,1,-8,-8,79,3
"4211",210840104,210840,796592,621,21,71,0,1,-8,0,1,0,2,8.5,0,5,4,-8,3,0,-8,-8,1,5,4,2,3
